Anime ID,Title,Producers,Streaming Platform,Genre,Type,Studio,Source,A/R Ratings
157254,Company more,Kadokawa,TubiNetflixVRV,ComedyAdventureDrama,Special,MAPPA,Manga,PG-13
157259,Still radio,"Shueisha, Kodansha",CrunchyrollYouTube PremiumAmazon Prime,MysteryRomanceHorror,Special,Ufotable,Visual Novel,PG
157343,Common agent,"Shueisha, Kadokawa",Netflix,SupernaturalAdventureComedy,TV,Bones,Light Novel,PG-13
157353,Plant range executive,"Aniplex, Bandai Namco",Apple TV+,Action,Special,Madhouse,Light Novel,G
157409,Exist she,Shueisha,VRV,MysteryAction,Special,Sunrise,Original,PG-13
157410,Mention information anyone,Bandai Namco,Funimation,HorrorSupernaturalMystery,ONA,Kyoto Animation,Webtoon,PG-13
157434,Civil rise,"Kadokawa, Shueisha",Amazon PrimeNetflixYouTube Premium,FantasyRomanceAction,ONA,Ufotable,Manga,G
157447,High oil,Kodansha,NetflixTubiApple TV+,DramaMystery,OVA,A-1 Pictures,Manga,R
157451,Those everybody early,TV Tokyo,Amazon PrimeHuluHBO Max,HorrorRomanceSci-Fi,TV,MAPPA,Game,R
157485,Term reason easy,Shueisha,YouTube PremiumAmazon PrimeHulu,Sci-FiSupernatural,TV,Kyoto Animation,Light Novel,G
157560,Box sense first ago,"Shueisha, Aniplex",VRVYouTube PremiumHulu,HorrorSlice of Life,OVA,Wit Studio,Game,R
157595,Yeah late collection,TV Tokyo,Tubi,Sci-FiActionMystery,ONA,MAPPA,Game,G
157621,Other money these,"Bandai Namco, TV Tokyo",TubiAmazon Prime,ActionFantasyAdventure,ONA,J.C.Staff,Webtoon,PG
157630,Create we field,Shueisha,TubiHulu,RomanceAdventure,TV,MAPPA,Webtoon,PG
157717,Machine cold,"Aniplex, TV Tokyo",HuluHBO Max,Sci-FiHorror,Special,Kyoto Animation,Game,G
157803,Admit including,Aniplex,TubiYouTube Premium,Mystery,OVA,Toei Animation,Webtoon,G
157817,Idea customer win gas,"Shueisha, Aniplex",VRVTubi,Sci-Fi,ONA,Sunrise,Webtoon,PG-13
157910,Them always,Shueisha,Amazon PrimeApple TV+Crunchyroll,MysteryDrama,TV,Bones,Light Novel,PG
158003,Evidence event page,"Bandai Namco, Kadokawa",Funimation,FantasyDramaRomance,Special,Bones,Original,G
158026,Something seat available,"Aniplex, Shueisha",HBO Max,HorrorDramaSlice of Life,ONA,Ufotable,Light Novel,R
158077,Decade professional,"Kadokawa, Aniplex",TubiDisney+,DramaMysterySlice of Life,OVA,Bones,Original,R
158121,Close international benefit,Kodansha,YouTube PremiumCrunchyrollFunimation,Slice of LifeHorror,OVA,Toei Animation,Game,R
158126,Whole material property,Kadokawa,Apple TV+HuluYouTube Premium,HorrorSlice of Life,OVA,Toei Animation,Original,R
158193,Contain born,"Kodansha, TV Tokyo",Crunchyroll,HorrorMysterySci-Fi,OVA,Wit Studio,Original,PG-13
158209,Small current,"Shueisha, TV Tokyo",Netflix,HorrorSci-Fi,TV,Ufotable,Original,G
158320,Some something better,Kodansha,YouTube PremiumHulu,Sci-FiFantasySupernatural,OVA,Sunrise,Visual Novel,G
158339,Individual fly add such,"TV Tokyo, Aniplex",HuluCrunchyroll,SupernaturalMystery,Special,A-1 Pictures,Webtoon,PG-13
158409,Base surface,Aniplex,Apple TV+,MysteryDrama,TV,Wit Studio,Original,PG-13
158420,Light hair,"Shueisha, Aniplex",Apple TV+YouTube PremiumCrunchyroll,Action,TV,Bones,Webtoon,PG-13
158465,Speak feel bag,"Shueisha, Kodansha",Disney+,Slice of LifeMysteryFantasy,OVA,Ufotable,Original,PG-13
158582,Bank field,"Bandai Namco, TV Tokyo",YouTube PremiumCrunchyrollNetflix,Slice of LifeSupernatural,OVA,Sunrise,Light Novel,PG
158588,Get career,Bandai Namco,CrunchyrollHBO Max,Slice of Life,TV,MAPPA,Visual Novel,R
158622,Ask back,TV Tokyo,Disney+HBO MaxFunimation,Sci-FiSupernaturalMystery,ONA,Madhouse,Manga,PG
158626,Resource start finally,Bandai Namco,Disney+Amazon Prime,Sci-FiRomance,ONA,J.C.Staff,Webtoon,PG-13
158697,Nature hope public,Shueisha,Disney+,Horror,TV,A-1 Pictures,Manga,R
158737,Much least clearly,Kadokawa,YouTube Premium,Mystery,OVA,J.C.Staff,Manga,R
158748,Great television north,Bandai Namco,HuluHBO Max,RomanceSlice of Life,Special,Toei Animation,Original,R
158905,Leader see,"Aniplex, Shueisha",HBO MaxHulu,RomanceHorror,TV,Ufotable,Game,G
158968,Feeling exactly,"Kadokawa, Shueisha",Apple TV+YouTube Premium,AdventureSupernaturalDrama,OVA,Madhouse,Webtoon,R
159028,During receive two catch,"Kodansha, Aniplex",CrunchyrollHulu,SupernaturalRomance,ONA,Sunrise,Webtoon,R
159043,Question also space,"Aniplex, Shueisha",HuluCrunchyroll,MysteryAdventureSupernatural,TV,Bones,Original,PG
159102,Laugh course always relationship,"TV Tokyo, Shueisha",HuluAmazon PrimeNetflix,SupernaturalSlice of LifeAdventure,Special,Madhouse,Webtoon,R
159104,Experience set,Bandai Namco,TubiFunimation,Romance,TV,J.C.Staff,Light Novel,PG
159236,Everybody continue several,TV Tokyo,Crunchyroll,Sci-FiDramaRomance,TV,Kyoto Animation,Visual Novel,R
159271,Space so,Shueisha,CrunchyrollTubiHulu,RomanceAdventureSupernatural,Special,Madhouse,Original,PG-13
159295,These human cold,"Kodansha, Kadokawa",Disney+Amazon Prime,MysteryFantasy,OVA,Madhouse,Light Novel,PG-13
159305,Radio cost song,Kadokawa,Disney+Tubi,DramaActionFantasy,Special,Ufotable,Visual Novel,PG
159349,Chance increase wait,"Shueisha, Kadokawa",YouTube Premium,Comedy,ONA,Sunrise,Manga,R
159454,Political morning,Bandai Namco,Apple TV+NetflixCrunchyroll,Sci-FiSupernatural,ONA,Kyoto Animation,Game,R
159522,Interesting sing heavy,Aniplex,HBO MaxYouTube PremiumFunimation,ComedySci-Fi,Special,Toei Animation,Original,PG
159530,Any suffer community,Bandai Namco,Amazon Prime,Adventure,OVA,Madhouse,Visual Novel,R
159561,Serve go option,Bandai Namco,HBO MaxYouTube Premium,DramaHorror,ONA,Toei Animation,Visual Novel,G
159587,Attack idea politics,"Shueisha, Kodansha",Apple TV+HuluAmazon Prime,Slice of LifeHorror,OVA,Kyoto Animation,Webtoon,G
159722,Leave I,Aniplex,Apple TV+NetflixVRV,DramaFantasyRomance,ONA,Madhouse,Visual Novel,R
159760,Manage consumer,"Bandai Namco, TV Tokyo",Apple TV+HBO Max,Slice of Life,ONA,Bones,Light Novel,R
159770,Day heart everybody,"Shueisha, Aniplex",FunimationVRV,ComedySupernaturalFantasy,OVA,J.C.Staff,Webtoon,G
159831,Red boy positive,Kodansha,YouTube PremiumNetflix,Slice of Life,ONA,Bones,Visual Novel,PG
159832,Follow push,Aniplex,VRVHuluNetflix,Sci-FiComedyRomance,Special,A-1 Pictures,Webtoon,R
159923,Month thank,Kadokawa,Disney+,Action,OVA,Kyoto Animation,Manga,G
160039,Suddenly wear discover enter,"TV Tokyo, Bandai Namco",Hulu,Sci-FiSupernatural,TV,J.C.Staff,Manga,G
160082,Full cultural,"Shueisha, Aniplex",YouTube PremiumAmazon PrimeTubi,Supernatural,ONA,Madhouse,Visual Novel,PG
160084,Month before region,Kodansha,Apple TV+Tubi,Sci-Fi,ONA,Madhouse,Game,PG
160118,Hit wish,Kadokawa,Disney+Netflix,HorrorSci-FiRomance,TV,Sunrise,Light Novel,G
160121,Medical soldier,TV Tokyo,Apple TV+,Slice of LifeSci-FiAction,OVA,A-1 Pictures,Manga,R
160122,Not drop positive,"Bandai Namco, Aniplex",Apple TV+HuluYouTube Premium,AdventureSupernatural,OVA,A-1 Pictures,Light Novel,R
160199,Threat option,Aniplex,Disney+,Horror,ONA,Wit Studio,Game,G
160265,Off model foot enjoy,"TV Tokyo, Aniplex",Amazon PrimeCrunchyrollYouTube Premium,Slice of LifeMysteryDrama,ONA,MAPPA,Game,PG-13
160293,Action through,"Kadokawa, Aniplex",Crunchyroll,RomanceSci-Fi,ONA,Sunrise,Game,PG
160418,Official share economy,"Aniplex, Kadokawa",VRVFunimationAmazon Prime,ComedyFantasyAdventure,OVA,MAPPA,Manga,PG
160460,Customer bar financial,Aniplex,NetflixVRV,AdventureMysterySci-Fi,ONA,J.C.Staff,Game,G
160466,Child most whatever,Shueisha,Funimation,ActionSupernaturalRomance,TV,Madhouse,Webtoon,PG
160589,Sit age third,"Kadokawa, Bandai Namco",YouTube PremiumApple TV+,ComedyFantasySci-Fi,OVA,Bones,Game,PG
160603,Political art Democrat,"Aniplex, Bandai Namco",YouTube Premium,Slice of Life,ONA,Bones,Manga,PG
160648,Least debate manager,Shueisha,VRVDisney+,MysterySupernatural,Special,Wit Studio,Game,PG-13
160657,Idea up,"Shueisha, Kodansha",Apple TV+NetflixVRV,SupernaturalAdventure,TV,J.C.Staff,Webtoon,G
160738,Scientist air,"Kodansha, Shueisha",NetflixDisney+YouTube Premium,Horror,TV,A-1 Pictures,Visual Novel,R
160749,Home turn until,Kodansha,NetflixVRV,MysteryComedyFantasy,OVA,A-1 Pictures,Manga,G
160851,Interview wrong,"TV Tokyo, Bandai Namco",HBO MaxApple TV+,MysteryFantasy,ONA,Toei Animation,Light Novel,PG-13
160861,Happen agreement bag,"Kadokawa, Shueisha",CrunchyrollNetflixAmazon Prime,DramaComedy,TV,Wit Studio,Game,PG
160889,Huge seem which,Aniplex,Apple TV+VRV,Comedy,OVA,Ufotable,Original,G
160901,Join speech,Kadokawa,Disney+NetflixFunimation,ComedyRomanceHorror,ONA,Madhouse,Manga,PG-13
160930,Visit college,"Kodansha, Aniplex",Disney+Apple TV+Crunchyroll,Slice of LifeRomance,Special,Bones,Original,G
160943,Budget day,"TV Tokyo, Bandai Namco",Disney+NetflixHBO Max,Adventure,Special,Wit Studio,Original,PG
160954,Again ability mind,"Shueisha, Kodansha",HuluYouTube Premium,HorrorFantasySci-Fi,ONA,Toei Animation,Original,R
160958,Behind better,"Aniplex, Kodansha",HuluHBO Max,Sci-Fi,OVA,Ufotable,Original,G
160963,Skill probably land,"Aniplex, Bandai Namco",Funimation,ComedyAdventure,Special,Toei Animation,Original,G
160979,Word rise,"Kodansha, TV Tokyo",HuluFunimation,Slice of Life,TV,Sunrise,Light Novel,R
160985,Wish modern,"Kadokawa, Kodansha",Disney+YouTube Premium,SupernaturalFantasy,TV,Madhouse,Original,PG
161180,Consider Democrat conference economic,Shueisha,VRVNetflixAmazon Prime,FantasyMystery,TV,Bones,Webtoon,R
161198,Candidate month,"Aniplex, TV Tokyo",HuluTubiNetflix,AdventureComedyDrama,ONA,Toei Animation,Visual Novel,PG-13
161227,Strong successful wall,"Bandai Namco, Aniplex",HBO MaxVRV,SupernaturalHorror,ONA,Bones,Webtoon,PG
161269,Improve impact,"Aniplex, Kadokawa",Apple TV+,SupernaturalFantasy,TV,Kyoto Animation,Manga,PG-13
161350,Hotel leader,Aniplex,FunimationDisney+,ComedyHorrorSlice of Life,Special,Ufotable,Original,R
161433,Everybody determine,TV Tokyo,CrunchyrollYouTube PremiumAmazon Prime,SupernaturalSci-FiDrama,TV,Bones,Manga,PG
161446,Three husband traditional,Bandai Namco,Amazon PrimeDisney+,Sci-FiFantasyAdventure,OVA,Toei Animation,Manga,PG
161449,Artist responsibility message own,Aniplex,Amazon Prime,MysteryFantasy,ONA,MAPPA,Game,PG
161508,Purpose relationship professor,Kadokawa,NetflixHBO MaxYouTube Premium,Drama,OVA,Sunrise,Webtoon,PG-13
161795,News detail cause,"Shueisha, Aniplex",Crunchyroll,Supernatural,OVA,Ufotable,Manga,PG
161927,Along same,"TV Tokyo, Kadokawa",VRV,ComedySupernatural,Special,J.C.Staff,Visual Novel,PG-13
161934,All weight discussion,Aniplex,Funimation,ActionComedy,Special,Bones,Original,PG
162072,Data popular fire,Aniplex,TubiAmazon Prime,FantasyDramaRomance,Special,Ufotable,Light Novel,G
162097,Single left,Kadokawa,Disney+,Slice of LifeMysteryDrama,ONA,Toei Animation,Visual Novel,PG
162164,Trip decade,"Bandai Namco, Kadokawa",Amazon PrimeVRVCrunchyroll,HorrorRomanceSci-Fi,OVA,Ufotable,Manga,PG
162186,Authority hit song,TV Tokyo,Amazon PrimeNetflix,SupernaturalDramaAdventure,OVA,Toei Animation,Light Novel,R
162233,Fall issue,"Aniplex, Shueisha",HBO Max,ActionHorrorSlice of Life,ONA,Bones,Manga,PG
162263,Shake available,"Kodansha, TV Tokyo",Apple TV+Funimation,ActionSci-Fi,ONA,J.C.Staff,Original,PG
162267,Difference talk cut edge,Aniplex,NetflixApple TV+,ActionSci-Fi,Special,Kyoto Animation,Visual Novel,PG
162324,Bag weight front fact,TV Tokyo,VRVCrunchyroll,Slice of Life,ONA,Wit Studio,Manga,G
162371,Exactly cell design,"Bandai Namco, Aniplex",YouTube PremiumNetflix,Sci-FiMysteryAdventure,OVA,Kyoto Animation,Webtoon,R
162385,Although officer themselves,TV Tokyo,FunimationCrunchyroll,ComedyHorror,ONA,Kyoto Animation,Light Novel,R
162388,Deep season sort,Kodansha,Amazon PrimeDisney+Tubi,Fantasy,Special,Madhouse,Game,PG
162400,Investment general,Shueisha,NetflixFunimation,Action,OVA,J.C.Staff,Original,R
162440,Prove learn campaign,TV Tokyo,VRVDisney+,Fantasy,OVA,J.C.Staff,Manga,PG-13
162589,Though sport change identify,Kodansha,YouTube PremiumFunimation,RomanceSupernaturalDrama,Special,J.C.Staff,Visual Novel,G
162640,Scientist company receive,Bandai Namco,Disney+YouTube PremiumTubi,ActionSupernaturalComedy,ONA,Bones,Game,PG-13
162674,Message like radio enjoy,Bandai Namco,YouTube Premium,FantasySci-FiSupernatural,TV,Madhouse,Light Novel,G
162676,Interesting foot industry,Kodansha,Amazon Prime,RomanceComedy,TV,Toei Animation,Light Novel,R
162684,Available with,Kadokawa,Disney+Amazon PrimeTubi,HorrorSci-Fi,OVA,A-1 Pictures,Original,G
162895,Where section,Aniplex,NetflixVRVHulu,ComedyFantasyMystery,OVA,A-1 Pictures,Webtoon,G
163076,Bag economy,"TV Tokyo, Bandai Namco",Netflix,Romance,TV,J.C.Staff,Light Novel,R
163094,Pay structure worry,"TV Tokyo, Kodansha",Disney+Tubi,ActionSci-Fi,ONA,Kyoto Animation,Original,PG
163139,Most campaign left,Bandai Namco,HuluTubi,Comedy,TV,A-1 Pictures,Manga,PG-13
163141,Its police,"TV Tokyo, Kodansha",FunimationCrunchyrollHulu,SupernaturalFantasySci-Fi,OVA,J.C.Staff,Manga,G
163271,Change our these,"Kodansha, Shueisha",Disney+,FantasySci-Fi,ONA,Ufotable,Original,G
163295,Point prove,"Shueisha, Bandai Namco",TubiNetflix,ComedyRomance,OVA,Madhouse,Webtoon,G
163457,She anyone positive,"Aniplex, Kodansha",YouTube PremiumVRVTubi,Sci-Fi,TV,MAPPA,Original,R
163505,Foreign home,"TV Tokyo, Kadokawa",Netflix,Sci-Fi,Special,Bones,Manga,G
163516,Stay another rest,"Kodansha, Shueisha",Tubi,AdventureHorror,ONA,MAPPA,Game,PG
163518,Go war present,"Kadokawa, Kodansha",TubiAmazon Prime,ActionComedy,ONA,Kyoto Animation,Manga,PG-13
163526,Say power,"Aniplex, Kodansha",Apple TV+HuluTubi,Slice of LifeMysteryComedy,TV,J.C.Staff,Webtoon,PG
163600,Surface marriage from hear,"Bandai Namco, Shueisha",Funimation,HorrorSci-FiAction,TV,Sunrise,Webtoon,PG
163668,Community fire,"Kadokawa, Kodansha",Disney+YouTube Premium,RomanceAction,OVA,J.C.Staff,Visual Novel,PG-13
163671,Return early these trouble,"Kadokawa, Bandai Namco",HBO MaxAmazon Prime,Horror,Special,J.C.Staff,Game,R
163705,Whether story one,"TV Tokyo, Bandai Namco",Hulu,Slice of Life,ONA,Toei Animation,Webtoon,PG
163784,Heart travel color,Kodansha,HuluYouTube Premium,FantasyComedySlice of Life,TV,Ufotable,Game,G
163788,Term push respond,TV Tokyo,YouTube PremiumApple TV+,Horror,OVA,Bones,Original,G
163871,Somebody daughter,"Shueisha, TV Tokyo",YouTube PremiumTubi,ActionDrama,OVA,Bones,Visual Novel,R
163919,Modern friend,"Aniplex, Kadokawa",CrunchyrollAmazon PrimeNetflix,HorrorRomance,Special,Ufotable,Manga,PG-13
163965,Last see,Bandai Namco,HuluYouTube Premium,Sci-FiComedyAdventure,TV,A-1 Pictures,Game,PG-13
163969,Various special,Kadokawa,Amazon PrimeHBO Max,ComedySupernatural,ONA,Kyoto Animation,Webtoon,G
163981,Say water need,"Kodansha, Shueisha",Disney+NetflixCrunchyroll,Comedy,Special,Sunrise,Visual Novel,PG-13
163999,Concern evidence sound,Shueisha,YouTube PremiumVRV,FantasyComedyAdventure,TV,A-1 Pictures,Webtoon,R
164029,Test show,"Bandai Namco, TV Tokyo",Hulu,Slice of LifeHorror,TV,Toei Animation,Light Novel,PG
164049,Continue according,Kodansha,FunimationHulu,Romance,Special,J.C.Staff,Visual Novel,R
164051,Effect analysis few,TV Tokyo,YouTube PremiumDisney+,Slice of LifeRomanceAdventure,ONA,Ufotable,Visual Novel,PG
164102,Paper off,TV Tokyo,Tubi,Sci-FiRomanceFantasy,OVA,Toei Animation,Webtoon,PG-13
164317,Better brother,TV Tokyo,Apple TV+Amazon Prime,Supernatural,Special,Madhouse,Game,G
164325,Summer future day,Shueisha,YouTube PremiumCrunchyrollAmazon Prime,Slice of LifeComedyAdventure,Special,Sunrise,Light Novel,PG
164387,Easy card among,"TV Tokyo, Aniplex",VRV,Sci-FiDrama,OVA,Bones,Manga,R
164411,A contain white,"Kadokawa, Bandai Namco",YouTube PremiumHulu,DramaAdventureMystery,TV,Ufotable,Original,G
164426,Among catch unit,"Shueisha, TV Tokyo",Amazon PrimeHBO MaxDisney+,Sci-FiAdventure,Special,Kyoto Animation,Original,R
164580,Grow pattern sometimes,TV Tokyo,Amazon PrimeFunimationDisney+,SupernaturalComedy,TV,Madhouse,Light Novel,PG-13
164629,Laugh today job early,Bandai Namco,Amazon PrimeTubi,DramaActionHorror,TV,A-1 Pictures,Original,PG
164702,Body like election,"Shueisha, TV Tokyo",HuluNetflixFunimation,HorrorRomanceComedy,Special,A-1 Pictures,Original,PG-13
164870,Investment enough,TV Tokyo,Disney+VRVHulu,Adventure,TV,MAPPA,Game,G
164927,Quite tell drop,Bandai Namco,NetflixAmazon Prime,Sci-FiActionHorror,TV,J.C.Staff,Original,PG
164957,End hundred discussion,"Bandai Namco, TV Tokyo",Disney+,SupernaturalSci-Fi,TV,Ufotable,Original,PG-13
165021,Fall political ten place,Kadokawa,HBO MaxApple TV+,DramaFantasyAdventure,ONA,Sunrise,Manga,G
165151,Serious majority event,"Kadokawa, Shueisha",HBO MaxHulu,DramaAdventure,OVA,Madhouse,Webtoon,G
165193,Job left none,"Bandai Namco, Shueisha",YouTube Premium,RomanceFantasyHorror,ONA,Madhouse,Webtoon,PG-13
165433,Serve project force,TV Tokyo,Netflix,MysterySci-Fi,TV,A-1 Pictures,Webtoon,PG
165468,Already plant note,Kodansha,Hulu,Slice of LifeMysteryAdventure,OVA,Sunrise,Game,PG
165469,Respond age,Shueisha,Amazon PrimeNetflixCrunchyroll,Supernatural,TV,Wit Studio,Light Novel,PG
165548,Down do,Bandai Namco,Apple TV+Hulu,MysteryComedy,TV,Madhouse,Visual Novel,G
165617,Into benefit,"Kadokawa, Kodansha",Disney+,RomanceSlice of Life,Special,A-1 Pictures,Original,R
165627,Heavy different,"TV Tokyo, Bandai Namco",Disney+YouTube Premium,FantasySci-FiSlice of Life,OVA,Wit Studio,Manga,PG
165643,Water top hard,"Bandai Namco, Kodansha",VRVTubiApple TV+,ActionSupernatural,Special,Sunrise,Game,PG-13
165651,They policy boy,"Kodansha, Aniplex",Apple TV+Netflix,ComedySlice of LifeRomance,TV,Sunrise,Visual Novel,PG
165772,Door both eat,Kodansha,Amazon Prime,ActionSci-Fi,Special,Kyoto Animation,Manga,R
165812,Beat hair,TV Tokyo,Amazon PrimeHBO Max,HorrorMysteryDrama,ONA,A-1 Pictures,Game,PG-13
165870,Grow husband,Aniplex,VRVNetflix,Horror,ONA,A-1 Pictures,Visual Novel,G
165894,Prepare special,Bandai Namco,YouTube Premium,ComedyDramaAction,TV,Bones,Visual Novel,R
165897,Long fight report vote,"Kadokawa, Aniplex",HuluNetflixYouTube Premium,RomanceComedyDrama,Special,Sunrise,Webtoon,PG-13
165903,Much conference project,"TV Tokyo, Kodansha",Disney+YouTube PremiumTubi,ComedySupernaturalMystery,OVA,Sunrise,Visual Novel,G
165933,Employee consider blue,Aniplex,CrunchyrollApple TV+HBO Max,Adventure,Special,Wit Studio,Visual Novel,PG-13
165957,More feeling blood,"Shueisha, Kodansha",HBO MaxFunimationVRV,Action,OVA,A-1 Pictures,Webtoon,PG-13
165966,Cut whatever fill,"Kadokawa, Aniplex",HBO Max,HorrorRomance,OVA,Madhouse,Original,PG
166082,Best way machine,"Kadokawa, TV Tokyo",NetflixYouTube PremiumHBO Max,Sci-FiAdventureHorror,Special,Madhouse,Visual Novel,PG
166093,Service treatment,"Kodansha, Kadokawa",Disney+Hulu,AdventureDrama,TV,Ufotable,Visual Novel,G
166124,National concern place week,Bandai Namco,VRVDisney+Netflix,Slice of Life,Special,MAPPA,Webtoon,R
166129,Nature boy,Kodansha,YouTube PremiumDisney+,Horror,OVA,Wit Studio,Light Novel,R
166221,Present usually,"Kodansha, Kadokawa",HBO MaxYouTube PremiumAmazon Prime,Drama,Special,Wit Studio,Visual Novel,G
166226,Us common citizen he,Kodansha,YouTube PremiumHuluApple TV+,ActionAdventure,ONA,Kyoto Animation,Light Novel,R
166238,Forget available,"Kadokawa, TV Tokyo",HuluNetflix,Sci-Fi,Special,J.C.Staff,Original,PG
166261,Them senior,"Aniplex, Bandai Namco",Disney+YouTube Premium,Comedy,Special,Toei Animation,Visual Novel,G
166315,Measure hundred,Kodansha,VRV,MysteryRomance,ONA,Wit Studio,Light Novel,PG-13
166316,Back begin play do,Shueisha,Tubi,AdventureSci-FiHorror,TV,MAPPA,Light Novel,PG
166340,What blue,"Kadokawa, Bandai Namco",Disney+,Sci-FiSupernatural,TV,A-1 Pictures,Game,R
166395,Sure way together,Shueisha,FunimationHulu,Comedy,TV,Ufotable,Light Novel,R
166405,Avoid most four,"Kodansha, Bandai Namco",HBO MaxApple TV+Hulu,ComedyAction,Special,MAPPA,Manga,PG-13
166443,Top far family,"Kadokawa, Kodansha",VRVCrunchyroll,RomanceDramaAction,ONA,A-1 Pictures,Original,PG-13
166475,Order debate,Bandai Namco,NetflixHBO Max,HorrorFantasyAdventure,OVA,Wit Studio,Original,PG-13
166476,Painting rate,"Kodansha, Shueisha",VRV,AdventureActionSci-Fi,ONA,Bones,Visual Novel,PG
166499,Wonder act,Bandai Namco,Apple TV+Disney+,DramaRomance,TV,Kyoto Animation,Game,PG
166512,Center later term,"Aniplex, Bandai Namco",HuluCrunchyroll,Mystery,OVA,Kyoto Animation,Webtoon,PG-13
166547,Hot list break,TV Tokyo,CrunchyrollTubi,Romance,TV,Sunrise,Game,PG
166677,Rich kid,Shueisha,Hulu,ActionMystery,ONA,Kyoto Animation,Light Novel,R
166882,Wall low,"Shueisha, Kadokawa",Amazon PrimeYouTube Premium,Slice of LifeAdventureRomance,OVA,Toei Animation,Game,PG
166883,Century hard,"TV Tokyo, Aniplex",NetflixYouTube PremiumAmazon Prime,ActionSci-Fi,TV,Wit Studio,Original,PG
166913,Available major cost however,"Bandai Namco, Kadokawa",NetflixFunimation,ComedyAction,ONA,Bones,Original,PG
167028,Tonight customer right,Aniplex,Apple TV+,FantasyRomanceMystery,OVA,J.C.Staff,Game,PG
167067,Hand walk,"Kodansha, Kadokawa",Tubi,Action,Special,Bones,Manga,G
167101,Leader sea tend,"Aniplex, Shueisha",CrunchyrollHuluNetflix,MysterySupernaturalSlice of Life,ONA,Sunrise,Light Novel,R
167152,Wide foreign,Bandai Namco,TubiAmazon PrimeVRV,SupernaturalAdventureSci-Fi,OVA,Bones,Game,PG-13
167155,Store enough,Kodansha,Hulu,ComedyFantasy,OVA,Bones,Visual Novel,PG-13
167252,Cultural eye argue,Kodansha,CrunchyrollHBO MaxHulu,Slice of Life,Special,MAPPA,Light Novel,R
167275,Treatment five,"Kodansha, Kadokawa",NetflixTubiHulu,RomanceAdventureDrama,OVA,J.C.Staff,Visual Novel,PG
167316,Own lay movie,Shueisha,NetflixDisney+,Comedy,OVA,Madhouse,Visual Novel,PG
167381,Home thought,"Shueisha, Kodansha",Apple TV+VRVHBO Max,ActionSci-FiComedy,Special,MAPPA,Original,R
167428,Magazine they,TV Tokyo,TubiHulu,AdventureSupernaturalHorror,ONA,Madhouse,Visual Novel,G
167435,Item today school,"Aniplex, Bandai Namco",Disney+CrunchyrollHBO Max,DramaRomance,Special,J.C.Staff,Visual Novel,R
167450,Painting mission,"TV Tokyo, Kadokawa",Disney+,ActionAdventureRomance,Special,Madhouse,Game,PG-13
167451,Someone detail resource,Bandai Namco,Crunchyroll,Romance,Special,Kyoto Animation,Webtoon,G
167458,City she environment,"Bandai Namco, Aniplex",HuluApple TV+Crunchyroll,HorrorComedy,OVA,Ufotable,Light Novel,G
167519,Yet send,TV Tokyo,Amazon Prime,DramaSupernatural,ONA,MAPPA,Webtoon,R
167536,Pull office,Bandai Namco,VRVNetflixTubi,ComedyAdventureSci-Fi,Special,Kyoto Animation,Webtoon,PG-13
167663,Child admit,Kadokawa,Amazon Prime,Slice of LifeFantasy,Special,Kyoto Animation,Manga,G
167671,Smile structure,"Kadokawa, Bandai Namco",HBO Max,DramaHorror,ONA,MAPPA,Game,R
167734,Type wrong work,Bandai Namco,Amazon Prime,AdventureRomance,Special,Kyoto Animation,Webtoon,R
167755,Fact subject,"Kadokawa, Aniplex",Apple TV+,Action,TV,Sunrise,Webtoon,G
167885,Hour eye,Shueisha,VRVApple TV+YouTube Premium,RomanceSlice of Life,ONA,Bones,Webtoon,PG
167931,Develop investment believe,TV Tokyo,Apple TV+TubiYouTube Premium,Adventure,OVA,Bones,Game,R
167997,Development fish local,"Shueisha, Kadokawa",Tubi,ActionSci-Fi,ONA,Toei Animation,Original,PG-13
168013,Discuss stage it,Kadokawa,Hulu,Slice of LifeSci-Fi,Special,Bones,Webtoon,R
168143,Both performance rather,"Aniplex, Shueisha",Amazon Prime,Sci-FiAdventureRomance,Special,Sunrise,Manga,R
168183,Quite at per,"Kodansha, Aniplex",Netflix,Sci-FiDrama,OVA,Sunrise,Original,R
168245,Admit program,"Kodansha, Kadokawa",VRVApple TV+,Mystery,ONA,Wit Studio,Manga,PG
168280,Learn hundred,Bandai Namco,CrunchyrollYouTube Premium,AdventureSci-FiHorror,TV,Bones,Manga,G
168299,Position send,TV Tokyo,HuluFunimation,AdventureAction,OVA,Bones,Visual Novel,PG-13
168315,Already kid should,"Bandai Namco, TV Tokyo",Crunchyroll,FantasySupernatural,TV,Toei Animation,Original,G
168316,Technology important describe,TV Tokyo,TubiDisney+HBO Max,Sci-FiComedyMystery,Special,Wit Studio,Visual Novel,PG
168322,Condition knowledge,TV Tokyo,Amazon Prime,Slice of LifeComedy,ONA,J.C.Staff,Original,R
168377,Choose push,"Kadokawa, Shueisha",Amazon PrimeFunimation,SupernaturalDrama,TV,Wit Studio,Webtoon,G
168503,Watch century,Aniplex,VRVDisney+,MysteryHorrorSlice of Life,TV,J.C.Staff,Light Novel,PG-13
168539,Sound book letter,"Aniplex, Bandai Namco",NetflixHulu,MysteryRomance,TV,Sunrise,Light Novel,PG
168562,Best inside close,Aniplex,VRV,DramaSupernaturalAdventure,TV,J.C.Staff,Game,PG-13
