Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
159043,Question also space," 2,40,46,29,200 "," 51,54,75,419 "," 39,36,41,011 "," 1,07,15,80,624 "," 1,73,62,60,147 ",HuluCrunchyroll,9,6
159102,Laugh course always relationship," 3,32,09,76,000 "," 43,31,27,713 "," 34,76,38,348 "," 71,46,60,726 "," 1,07,42,93,893 ",HuluAmazon PrimeNetflix,11,8
159104,Experience set," 8,56,28,43,800 "," 52,22,47,536 "," 19,68,90,744 "," 86,17,08,434 ",$1413732875.14092,TubiFunimation,21,6
159236,Everybody continue several," 9,84,65,55,200 "," 37,30,47,009 "," 59,74,44,131 "," 61,55,27,565 "," 1,03,22,45,083 ",Crunchyroll,17,8
159271,Space so," 17,10,75,86,400 "," 48,47,60,734 "," 54,03,45,769 "," 79,98,55,211 "," 1,18,41,92,151 ",CrunchyrollTubiHulu,12,7
159295,These human cold," 8,76,22,08,400 "," 50,48,42,119 "," 78,38,20,981 "," 92,78,44,085 "," 1,41,61,75,943 ",Disney+Amazon Prime,4,5
159305,Radio cost song," 7,69,72,93,800 "," 37,12,65,370 "," 32,45,34,407 ",$612587860.5," 97,50,44,266 ",Disney+Tubi,25,8
159349,Chance increase wait," 3,31,09,59,400 "," 56,90,38,154 "," 52,52,67,672 "," 93,89,12,954 "," 1,65,28,55,889 ",YouTube Premium,25,5
159454,Political morning," 5,52,33,56,800 "," 28,61,65,619 "," 52,42,48,310 "," 47,21,73,271 "," 79,40,39,364 ",Apple TV+NetflixCrunchyroll,14,8
159522,Interesting sing heavy," 6,17,65,65,000 "," 41,88,18,373 ",$625197550.061151," 69,10,50,315 "," 1,12,91,32,637 ",HBO MaxYouTube PremiumFunimation,16,8
159530,Any suffer community," 7,37,68,76,600 "," 58,47,24,707 "," 54,83,69,867 "," 96,47,95,767 "," 1,64,52,47,178 ",Amazon Prime,28,8
159561,Serve go option," 3,82,53,16,000 "," 59,73,61,386 "," 43,55,02,421 "," 98,56,46,287 "," 1,59,34,49,235 ",HBO MaxYouTube Premium,7,6
159587,Attack idea politics," 18,04,24,59,600 "," 38,15,26,923 "," 32,37,36,642 "," 62,95,19,423 "," 90,31,31,089 ",Apple TV+HuluAmazon Prime,21,7
159722,Leave I," 5,93,28,00,200 "," 41,26,72,378 "," 31,23,80,119 "," 68,09,09,424 "," 1,02,83,44,206 ",Apple TV+NetflixVRV,26,8
159760,Manage consumer," 8,31,27,59,800 ",$500296390," 40,17,53,238 "," 82,54,89,044 "," 1,23,37,95,837 ",Apple TV+HBO Max,14,6
159770,Day heart everybody,$6536030000," 14,41,45,903 "," 69,78,76,740 "," 98,88,10,338 "," 1,69,63,07,739 ",FunimationVRV,11,6
159831,Red boy positive," 10,62,04,91,200 "," 43,73,19,395 "," 21,65,32,510 "," 72,15,77,002 "," 1,11,34,75,198 ",YouTube PremiumNetflix,21,4
159832,Follow push," 6,97,32,64,400 "," 20,94,06,707 "," 49,98,89,569 "," 90,12,00,971 "," 1,39,50,34,937 ",VRVHuluNetflix,1,8
159923,Month thank," 7,73,18,36,800 "," 44,56,96,239 "," 34,53,59,296 "," 73,53,98,794 "," 1,12,55,30,019 ",Disney+,8,8
160039,Suddenly wear discover enter," 13,99,62,89,600 "," 12,16,69,186 "," 62,65,62,680 "," 37,68,53,877 "," 57,24,03,989 ",Hulu,13,5
160082,Full cultural," 1,97,14,32,000 "," 51,89,22,985 ",$303437490.895952," 85,62,22,925 "," 1,33,24,87,422 ",YouTube PremiumAmazon PrimeTubi,7,7
160084,Month before region,$2203732800," 55,99,06,713 "," 51,68,14,482 "," 92,38,46,076 "," 1,43,77,64,410 ",Apple TV+Tubi,30,5
160118,Hit wish," 6,81,77,12,000 "," 45,94,80,884 "," 33,94,69,794 ",$758143458.6," 1,22,70,71,784 ",Disney+Netflix,24,7
160121,Medical soldier," 6,08,72,28,400 "," 48,25,80,604 "," 36,36,93,758 "," 79,62,57,997 "," 1,33,82,91,907 ",Apple TV+,19,4
160122,Not drop positive," 3,53,27,49,600 "," 49,33,53,607 ",$194984068.300751," 81,40,33,452 "," 1,21,45,34,865 ",Apple TV+HuluYouTube Premium,9,8
160199,Threat option," 7,02,09,77,800 "," 42,51,08,861 "," 46,11,94,408 "," 70,14,29,621 "," 1,10,89,86,204 ",Disney+,4,5
160265,Off model foot enjoy," 5,53,72,11,800 "," 12,25,23,529 "," 61,51,86,698 "," 64,53,65,573 "," 1,13,24,43,716 ",Amazon PrimeCrunchyrollYouTube Premium,16,7
160293,Action through," 4,51,24,09,400 "," 47,52,83,904 "," 40,33,68,108 "," 78,72,64,034 "," 1,33,80,64,296 ",Crunchyroll,11,8
160418,Official share economy," 29,37,89,600 "," 47,09,64,555 "," 96,80,09,849 "," 77,70,91,516 "," 1,30,73,30,441 ",VRVFunimationAmazon Prime,7,4
160460,Customer bar financial," 6,47,83,89,600 "," 38,87,15,818 "," 44,43,18,039 "," 64,13,81,100 "," 1,06,25,26,884 ",NetflixVRV,14,6
160466,Child most whatever," 1,42,17,34,600 "," 47,51,85,977 "," 40,99,64,101 "," 1,72,08,94,706 "," 2,93,65,54,790 ",Funimation,17,5
160589,Sit age third," 10,80,59,79,000 "," 48,32,24,230 "," 76,64,60,010 "," 79,73,19,980 ",$1207455947.51737,YouTube PremiumApple TV+,17,8
160603,Political art Democrat," 6,62,37,55,800 "," 42,41,28,281 "," 79,24,05,694 "," 69,98,11,664 "," 1,03,43,52,376 ",YouTube Premium,27,6
160648,Least debate manager," 2,78,13,00,600 "," 54,37,98,348 "," 55,60,10,452 ",$982248650.451521," 1,51,27,03,956 ",VRVDisney+,24,4
160657,Idea up,$2647712400," 21,05,44,264 "," 54,42,42,939 "," 58,09,11,246 "," 90,34,88,911 ",Apple TV+NetflixVRV,5,6
160738,Scientist air," 1,83,83,34,000 "," 41,96,50,248 "," 63,62,97,249 "," 1,15,02,99,908 "," 1,94,05,48,634 ",NetflixDisney+YouTube Premium,24,8
160749,Home turn until," 1,91,85,54,000 "," 52,77,11,905 "," 32,80,76,001 "," 87,07,24,643 "," 1,26,68,42,793 ",NetflixVRV,28,5
160851,Interview wrong,$15544513400," 45,61,92,605 "," 59,29,20,121 "," 75,27,17,798 "," 1,15,54,07,918 ",HBO MaxApple TV+,24,7
160861,Happen agreement bag," 11,00,11,39,800 "," 22,03,73,681 "," 46,43,85,198 "," 1,30,38,32,794 "," 2,05,43,30,041 ",CrunchyrollNetflixAmazon Prime,27,8
160889,Huge seem which," 3,35,11,48,200 "," 40,39,78,381 ",$594683321.576249," 70,30,86,828 "," 1,02,07,85,403 ",Apple TV+VRV,21,8
160901,Join speech," 5,75,65,67,600 "," 29,94,81,933 "," 41,19,07,074 "," 49,41,45,189 "," 88,33,42,728 ",Disney+NetflixFunimation,7,7
160930,Visit college," 2,69,51,62,600 "," 36,21,87,242 "," 79,02,43,529 "," 94,14,60,754 "," 1,69,35,99,367 ",Disney+Apple TV+Crunchyroll,9,5
160943,Budget day," 18,37,42,58,000 "," 36,63,97,791 "," 44,25,01,184 "," 60,45,56,355 ",$863842103.835855,Disney+NetflixHBO Max,16,6
160954,Again ability mind," 12,48,02,17,400 "," 41,51,13,435 "," 77,20,42,109 "," 68,49,37,168 "," 1,24,12,03,858 ",HuluYouTube Premium,2,8
160958,Behind better," 19,27,09,04,000 "," 41,35,90,512 "," 47,20,92,891 "," 68,51,13,320 "," 1,11,93,17,187 ",HuluHBO Max,17,6
160963,Skill probably land," 6,20,10,49,600 "," 38,58,90,985 "," 23,62,83,939 "," 63,67,20,125 "," 1,14,07,57,539 ",Funimation,2,8
160979,Word rise,$13549737000," 23,62,41,976 "," 61,93,44,162 "," 49,25,65,913 "," 83,61,90,785 ",HuluFunimation,20,4
160985,Wish modern," 80,96,35,000 "," 49,22,26,461 "," 64,17,69,385 "," 81,21,73,661 "," 1,23,88,49,864 ",Disney+YouTube Premium,22,7
161180,Consider Democrat conference economic," 2,60,81,33,200 "," 57,48,66,023 "," 23,73,49,497 "," 94,85,28,938 "," 1,38,75,20,502 ",VRVNetflixAmazon Prime,23,8
161198,Candidate month," 63,94,47,600 "," 55,72,08,364 "," 47,13,69,857 "," 91,93,93,801 "," 1,65,23,26,022 ",HuluTubiNetflix,13,8
161227,Strong successful wall," 6,76,53,80,800 "," 23,91,23,194 "," 58,66,76,803 "," 39,45,53,270 "," 67,95,11,694 ",HBO MaxVRV,10,6
161269,Improve impact," 30,89,48,600 "," 44,35,68,603 "," 51,65,20,360 "," 73,18,88,195 "," 1,28,68,34,919 ",Apple TV+,20,5
161350,Hotel leader,$10670309200," 51,58,61,817 "," 25,59,84,621 "," 85,11,71,998 "," 1,30,21,84,526 ",FunimationDisney+,12,8
161433,Everybody determine," 7,46,86,10,800 "," 57,88,37,007 "," 72,42,45,988 "," 95,50,81,062 "," 1,59,36,73,343 ",CrunchyrollYouTube PremiumAmazon Prime,9,8
161446,Three husband traditional,$4104441600," 54,88,34,430 "," 38,98,80,880 "," 90,55,76,810 "," 1,48,70,40,085 ",Amazon PrimeDisney+,30,8
161449,Artist responsibility message own,$940438400," 14,47,11,176 "," 67,86,40,701 "," 90,11,81,235 "," 1,37,12,88,637 ",Amazon Prime,7,4
161508,Purpose relationship professor," 5,16,03,31,800 "," 45,01,44,371 ",$400576406.982988," 97,15,59,176 "," 1,70,72,13,463 ",NetflixHBO MaxYouTube Premium,19,4
161795,News detail cause," 4,32,13,59,000 "," 39,73,17,623 "," 67,63,87,660 ",$655574077.95," 1,13,05,48,368 ",Crunchyroll,18,5
161927,Along same," 4,66,19,85,400 "," 48,53,11,001 "," 39,62,70,825 "," 80,07,63,152 "," 1,28,00,58,264 ",VRV,28,7
161934,All weight discussion," 93,52,66,600 "," 29,35,99,967 "," 45,82,09,423 "," 54,35,40,589 ",$857591814.847718,Funimation,2,7
162072,Data popular fire," 5,56,15,44,000 "," 52,14,75,846 "," 38,50,79,554 "," 86,04,35,146 "," 1,39,55,20,065 ",TubiAmazon Prime,2,5
162097,Single left," 2,74,59,46,800 "," 43,54,24,920 "," 77,61,29,537 "," 1,77,73,19,600 "," 2,72,44,76,799 ",Disney+,22,4
162164,Trip decade," 19,27,07,83,200 "," 59,38,13,183 "," 44,62,73,146 ",$979791751.95," 1,52,09,96,630 ",Amazon PrimeVRVCrunchyroll,3,8
162186,Authority hit song," 1,75,70,63,200 "," 53,53,09,252 "," 59,03,76,899 "," 88,32,60,266 "," 1,56,91,95,981 ",Amazon PrimeNetflix,12,8
162233,Fall issue," 16,63,86,38,800 "," 37,44,64,321 "," 37,20,68,436 "," 61,78,66,130 ",$1100692776.38158,HBO Max,14,8
162263,Shake available," 2,34,14,55,000 "," 58,15,42,557 "," 42,47,68,898 "," 95,95,45,219 "," 1,42,32,94,826 ",Apple TV+Funimation,15,6
162267,Difference talk cut edge," 5,15,11,75,200 "," 59,60,57,564 "," 58,86,51,388 "," 98,34,94,981 "," 1,66,10,37,015 ",NetflixApple TV+,29,6
162324,Bag weight front fact," 9,52,81,29,600 "," 38,75,16,544 ",$333116211.66973," 63,94,02,298 "," 1,14,22,39,826 ",VRVCrunchyroll,12,8
162371,Exactly cell design," 16,05,25,63,200 "," 55,15,46,231 "," 55,02,61,723 "," 91,00,51,281 "," 1,54,55,40,647 ",YouTube PremiumNetflix,15,4
162385,Although officer themselves," 3,55,13,39,600 "," 49,06,79,858 "," 52,73,29,031 "," 80,96,21,766 "," 1,36,13,35,813 ",FunimationCrunchyroll,13,7
162388,Deep season sort," 7,37,73,84,000 ",$407588203," 22,39,14,800 "," 67,25,20,535 "," 97,40,57,445 ",Amazon PrimeDisney+Tubi,17,7
162400,Investment general," 3,69,81,19,600 "," 47,30,60,686 "," 56,88,35,294 "," 78,05,50,132 "," 1,17,08,82,216 ",NetflixFunimation,25,8
162440,Prove learn campaign," 16,05,69,94,600 "," 37,35,50,975 "," 47,18,12,879 "," 1,30,43,65,067 "," 2,02,40,73,578 ",VRVDisney+,14,8
162589,Though sport change identify," 8,56,35,03,600 "," 41,93,50,585 "," 31,35,84,102 ",$691928465.25," 1,16,33,29,643 ",YouTube PremiumFunimation,20,6
162640,Scientist company receive," 11,56,38,06,200 "," 37,15,10,884 "," 52,32,59,501 "," 67,97,08,055 "," 1,14,33,30,584 ",Disney+YouTube PremiumTubi,25,6
162674,Message like radio enjoy," 9,96,63,98,000 "," 47,59,32,698 "," 48,85,32,236 "," 78,52,88,952 "," 1,42,60,23,105 ",YouTube Premium,26,5
162676,Interesting foot industry," 1,54,44,88,200 "," 41,22,75,286 "," 64,94,94,880 "," 74,92,61,131 "," 1,22,83,53,362 ",Amazon Prime,30,4
162684,Available with,$6640779600," 57,33,78,594 "," 38,69,99,277 "," 94,60,74,680 "," 1,65,23,91,135 ",Disney+Amazon PrimeTubi,14,4
162895,Where section," 12,53,05,20,400 "," 41,47,53,248 "," 41,06,79,492 "," 68,43,42,859 "," 1,19,58,16,610 ",NetflixVRVHulu,17,7
163076,Bag economy," 3,55,99,26,800 "," 54,55,68,020 "," 45,42,25,484 "," 90,01,87,233 "," 1,36,52,51,130 ",Netflix,3,5
163094,Pay structure worry," 7,45,51,41,800 ",$190332756," 40,00,04,959 "," 52,47,20,070 "," 82,13,69,079 ",Disney+Tubi,13,7
163139,Most campaign left," 3,35,11,26,200 "," 46,64,68,259 "," 39,24,41,466 "," 76,96,72,627 "," 1,37,73,78,807 ",HuluTubi,9,8
163141,Its police," 14,04,18,77,800 "," 42,42,25,468 "," 45,59,18,179 "," 69,99,72,022 "," 1,02,27,59,494 ",FunimationCrunchyrollHulu,30,7
163271,Change our these," 16,35,16,58,800 "," 48,31,66,997 "," 53,72,94,991 ",$797225545.05," 1,22,58,67,826 ",Disney+,1,6
163295,Point prove," 4,87,34,58,600 "," 47,22,25,082 "," 25,16,41,879 "," 77,91,71,385 "," 1,29,10,39,279 ",TubiNetflix,24,5
163457,She anyone positive,$1965300600," 38,32,72,654 "," 29,03,85,434 "," 63,23,99,879 "," 1,08,15,64,776 ",YouTube PremiumVRVTubi,29,5
163505,Foreign home," 4,25,77,98,800 "," 21,23,38,120 "," 34,87,73,172 "," 39,54,70,946 "," 70,97,61,014 ",Netflix,23,4
163516,Stay another rest," 7,14,73,78,600 "," 59,52,21,346 "," 21,95,25,656 "," 98,21,15,221 "," 1,63,00,30,309 ",Tubi,3,8
163518,Go war present," 2,64,52,30,000 "," 37,15,21,888 "," 53,08,76,825 "," 61,30,11,115 "," 1,00,36,53,753 ",TubiAmazon Prime,10,8
163526,Say power," 1,66,45,35,600 "," 38,20,90,260 "," 29,27,29,265 "," 63,04,48,929 "," 1,13,97,80,397 ",Apple TV+HuluTubi,14,7
163600,Surface marriage from hear,$1483438000," 41,99,74,669 "," 37,41,75,016 "," 69,29,58,204 "," 1,08,17,48,841 ",Funimation,23,5
163668,Community fire," 1,71,60,45,400 "," 47,86,41,677 "," 60,13,09,935 "," 78,97,58,767 "," 1,20,33,98,425 ",Disney+YouTube Premium,4,8
163671,Return early these trouble," 3,87,51,07,200 "," 40,93,50,569 ",$329889777.718308," 67,54,28,439 "," 1,19,00,07,279 ",HBO MaxAmazon Prime,1,5
163705,Whether story one," 8,03,65,76,200 "," 13,02,76,559 "," 47,86,16,654 "," 40,25,58,959 "," 70,31,47,666 ",Hulu,25,6
163784,Heart travel color," 1,74,14,30,000 "," 22,20,18,525 "," 32,82,47,442 "," 36,63,30,566 "," 65,60,71,063 ",HuluYouTube Premium,26,7
163788,Term push respond,$1785462600," 56,51,68,126 "," 55,65,50,096 "," 1,76,45,43,491 "," 2,83,25,50,697 ",YouTube PremiumApple TV+,5,8
163871,Somebody daughter,$2359190200," 51,96,19,155 "," 39,26,86,324 "," 85,73,71,606 "," 1,34,21,89,497 ",YouTube PremiumTubi,13,6
163919,Modern friend," 8,52,97,16,200 "," 15,33,20,777 "," 35,14,01,616 "," 38,30,99,041 "," 54,80,01,241 ",CrunchyrollAmazon PrimeNetflix,12,5
163965,Last see," 17,24,87,00,000 "," 37,79,39,155 "," 46,00,97,459 "," 62,35,99,606 "," 1,01,86,52,157 ",HuluYouTube Premium,20,6
163969,Various special," 5,52,53,23,000 "," 54,91,65,255 ",$411363804.671557," 90,61,22,671 "," 1,52,27,91,208 ",Amazon PrimeHBO Max,12,4
163981,Say water need," 10,09,73,73,600 "," 42,75,38,327 "," 25,51,87,484 "," 70,54,38,240 "," 1,11,10,77,046 ",Disney+NetflixCrunchyroll,25,8
163999,Concern evidence sound," 2,41,50,94,600 ",$257672387," 39,81,35,247 "," 49,14,46,146 "," 85,66,08,360 ",YouTube PremiumVRV,4,8
164029,Test show," 9,73,93,74,400 "," 54,09,93,883 "," 42,87,08,300 "," 89,26,39,907 "," 1,39,21,03,053 ",Hulu,8,5
164049,Continue according," 1,41,49,35,200 "," 58,92,15,144 "," 42,40,61,330 "," 97,22,04,988 "," 1,58,68,05,012 ",FunimationHulu,12,6
164051,Effect analysis few," 4,68,15,79,000 "," 57,57,24,289 "," 64,41,37,211 "," 1,09,22,81,301 "," 1,84,84,99,802 ",YouTube PremiumDisney+,19,5
164102,Paper off," 13,37,13,06,400 "," 27,82,08,702 ",$1328894038.66871," 1,00,63,44,034 "," 1,63,46,73,692 ",Tubi,15,6
164317,Better brother," 6,92,33,63,000 "," 59,39,58,465 "," 56,66,94,022 "," 98,00,31,467 "," 1,59,98,52,512 ",Apple TV+Amazon Prime,5,6
164325,Summer future day," 14,25,00,67,600 "," 40,64,39,205 "," 18,93,36,758 "," 67,06,24,688 "," 1,10,26,23,810 ",YouTube PremiumCrunchyrollAmazon Prime,9,6
164387,Easy card among," 1,50,88,64,400 "," 40,50,37,730 "," 28,42,24,752 "," 83,43,32,100 "," 1,32,60,72,994 ",VRV,20,6
164411,A contain white,$3447592400," 43,94,41,426 "," 53,62,45,422 "," 72,50,78,353 "," 1,18,45,94,972 ",YouTube PremiumHulu,18,6
164426,Among catch unit," 6,78,99,06,200 "," 38,62,59,502 "," 56,32,42,996 ",$637328178.3," 94,97,79,787 ",Amazon PrimeHBO MaxDisney+,19,8
164580,Grow pattern sometimes," 13,93,19,52,800 "," 38,41,45,808 "," 90,27,65,369 "," 81,05,44,278 "," 1,17,59,71,401 ",Amazon PrimeFunimationDisney+,30,5
164629,Laugh today job early," 5,98,90,70,600 "," 40,88,31,549 "," 47,00,70,693 "," 67,45,72,056 "," 1,07,93,77,444 ",Amazon PrimeTubi,17,5
164702,Body like election," 3,03,06,62,800 "," 35,56,10,221 "," 47,54,63,471 "," 62,35,49,704 "," 1,07,29,35,080 ",HuluNetflixFunimation,21,5
164870,Investment enough," 4,88,15,17,000 "," 47,60,11,880 "," 39,58,59,114 "," 78,54,19,602 "," 1,20,07,25,400 ",Disney+VRVHulu,25,8
164927,Quite tell drop," 7,54,71,71,600 "," 59,83,23,790 "," 68,04,51,411 "," 98,72,34,254 "," 1,48,74,76,176 ",NetflixAmazon Prime,29,8
164957,End hundred discussion,$6230456000," 41,25,75,433 "," 30,99,07,728 "," 68,07,49,464 "," 1,00,89,24,034 ",Disney+,4,8
165021,Fall political ten place," 10,74,49,52,600 "," 42,12,48,824 "," 61,23,20,461 "," 69,50,60,560 "," 1,03,98,54,955 ",HBO MaxApple TV+,25,5
165151,Serious majority event," 12,80,71,10,000 "," 45,83,83,390 "," 66,52,97,298 "," 90,05,13,036 "," 1,53,37,91,047 ",HBO MaxHulu,28,4
165193,Job left none," 14,16,91,60,800 "," 26,29,76,271 "," 26,55,03,534 "," 43,39,10,847 "," 75,64,47,033 ",YouTube Premium,1,6
165433,Serve project force," 10,74,39,27,000 "," 56,66,23,447 "," 45,48,98,304 ",$934928687.55," 1,37,58,37,597 ",Netflix,16,7
165468,Already plant note," 1,42,21,12,800 "," 30,83,87,208 "," 42,50,35,645 "," 58,66,10,566 "," 87,13,87,349 ",Hulu,17,7
165469,Respond age," 10,02,52,24,400 "," 53,22,21,166 "," 55,63,23,542 "," 87,81,64,924 "," 1,45,70,89,445 ",Amazon PrimeNetflixCrunchyroll,6,7
165548,Down do," 5,19,50,71,000 "," 57,74,53,778 "," 74,00,22,844 "," 95,27,98,734 "," 1,52,85,44,261 ",Apple TV+Hulu,4,8
165617,Into benefit," 3,32,61,10,000 ",$387864015," 51,51,48,664 "," 63,99,75,625 "," 1,08,30,26,600 ",Disney+,7,6
165627,Heavy different,$2690653800," 58,73,42,054 "," 48,30,47,864 "," 96,91,14,389 "," 1,57,84,32,943 ",Disney+YouTube Premium,18,4
165643,Water top hard," 3,08,52,17,400 "," 46,08,82,311 ",$451941867.206513," 76,04,55,813 "," 1,14,83,34,337 ",VRVTubiApple TV+,26,5
165651,They policy boy," 11,24,84,68,000 "," 57,26,99,805 "," 50,22,02,686 "," 94,49,54,678 "," 1,43,07,33,970 ",Apple TV+Netflix,12,8
165772,Door both eat," 7,51,33,29,800 "," 55,51,51,610 "," 79,71,48,417 "," 91,60,00,157 "," 1,56,23,76,759 ",Amazon Prime,3,4
165812,Beat hair," 9,58,63,49,000 "," 47,76,82,982 "," 51,53,75,807 "," 78,81,76,920 "," 1,41,77,02,556 ",Amazon PrimeHBO Max,29,6
165870,Grow husband," 2,47,06,56,600 "," 28,58,47,801 "," 29,66,49,008 "," 47,16,48,872 "," 70,55,10,773 ",VRVNetflix,17,7
165894,Prepare special," 15,14,38,41,000 "," 39,49,02,310 "," 48,47,69,848 "," 65,15,88,812 "," 1,08,29,18,245 ",YouTube Premium,11,6
165897,Long fight report vote," 95,62,35,000 "," 42,88,87,649 "," 75,73,93,148 "," 70,76,64,621 "," 1,06,46,52,622 ",HuluNetflixYouTube Premium,28,5
165903,Much conference project," 2,01,54,46,400 "," 36,63,67,959 "," 46,84,49,015 "," 60,45,07,132 "," 94,52,89,119 ",Disney+YouTube PremiumTubi,14,6
165933,Employee consider blue," 5,39,23,25,600 "," 53,25,51,399 "," 55,50,16,898 "," 87,87,09,808 "," 1,52,96,76,626 ",CrunchyrollApple TV+HBO Max,6,6
165957,More feeling blood," 7,66,44,19,800 "," 56,64,82,272 "," 38,32,35,882 "," 1,39,35,01,387 "," 2,45,07,83,986 ",HBO MaxFunimationVRV,10,8
165966,Cut whatever fill,$11085853200," 46,37,90,329 "," 65,95,55,712 "," 76,52,54,043 "," 1,11,57,02,812 ",HBO Max,2,8
166082,Best way machine," 13,44,33,56,400 "," 50,00,99,923 "," 91,91,41,283 "," 1,38,76,67,647 "," 2,19,35,70,404 ",NetflixYouTube PremiumHBO Max,18,6
166093,Service treatment," 1,48,93,55,600 "," 31,33,59,223 "," 62,95,25,635 "," 78,42,68,949 "," 1,28,68,62,802 ",Disney+Hulu,18,7
166124,National concern place week," 3,42,05,61,600 "," 16,65,39,048 "," 38,47,33,712 "," 71,61,74,521 "," 1,05,34,28,840 ",VRVDisney+Netflix,14,5
166129,Nature boy," 6,15,23,83,400 ",$553762084," 61,16,79,257 "," 1,16,72,37,135 "," 1,75,70,49,372 ",YouTube PremiumDisney+,7,8
166221,Present usually," 4,14,26,01,000 ",$499483497," 50,70,52,327 "," 82,41,47,770 "," 1,41,43,70,113 ",HBO MaxYouTube PremiumAmazon Prime,10,8
166226,Us common citizen he," 1,47,69,94,800 ",$353375383," 29,24,44,140 "," 58,30,69,382 "," 91,00,91,967 ",YouTube PremiumHuluApple TV+,16,6
166238,Forget available," 7,34,90,86,400 "," 44,72,23,579 "," 38,52,95,964 "," 73,79,18,905 "," 1,20,96,96,405 ",HuluNetflix,7,7
166261,Them senior," 2,24,66,73,000 "," 45,18,85,066 "," 36,20,27,597 "," 74,56,10,359 "," 1,19,45,23,768 ",Disney+YouTube Premium,16,5
166315,Measure hundred," 7,52,09,40,000 "," 49,92,46,497 "," 70,47,08,594 "," 82,37,56,720 "," 1,48,77,83,003 ",VRV,22,7
166316,Back begin play do,$3095436600," 25,72,47,052 "," 61,76,97,277 "," 50,91,85,827 "," 90,91,35,103 ",Tubi,3,5
166340,What blue," 12,42,47,40,800 "," 44,14,78,685 "," 31,48,67,105 "," 72,84,39,830 "," 1,16,25,45,663 ",Disney+,13,7
166395,Sure way together," 12,02,17,31,400 "," 23,57,71,741 "," 57,99,63,055 "," 1,02,40,99,133 "," 1,57,62,09,489 ",FunimationHulu,20,8
166405,Avoid most four," 7,87,73,28,600 "," 25,03,23,903 "," 53,93,24,892 "," 55,24,21,833 "," 96,15,13,984 ",HBO MaxApple TV+Hulu,14,8
166443,Top far family," 10,87,21,47,200 ",$351258116," 51,54,97,340 "," 57,95,75,891 "," 93,57,18,741 ",VRVCrunchyroll,7,5
166475,Order debate," 2,37,26,95,200 "," 49,98,35,560 "," 38,39,93,799 "," 82,47,28,674 "," 1,37,77,00,388 ",NetflixHBO Max,11,7
166476,Painting rate," 4,71,64,64,000 "," 27,50,67,072 "," 43,62,24,013 ",$453860668.8," 81,49,94,946 ",VRV,9,6
166499,Wonder act," 44,58,09,600 "," 35,17,98,980 "," 72,14,67,577 "," 58,04,68,317 "," 99,84,50,670 ",Apple TV+Disney+,26,8
166512,Center later term," 2,05,11,41,600 "," 51,97,13,037 "," 40,62,49,205 "," 85,75,26,511 "," 1,26,08,94,619 ",HuluCrunchyroll,25,8
166547,Hot list break," 5,00,40,52,800 "," 46,93,24,940 "," 75,78,40,327 "," 77,43,86,151 "," 1,37,65,27,750 ",CrunchyrollTubi,2,8
166677,Rich kid," 17,25,36,17,200 "," 38,14,00,339 "," 64,07,34,153 "," 62,93,10,559 "," 1,08,33,15,370 ",Hulu,28,5
166882,Wall low," 68,59,20,600 "," 44,19,09,665 "," 51,11,35,379 "," 1,12,07,36,023 "," 1,61,64,76,568 ",Amazon PrimeYouTube Premium,7,7
166883,Century hard," 1,07,75,09,000 "," 42,38,28,823 "," 48,45,96,237 "," 83,65,66,665 "," 1,36,77,96,883 ",NetflixYouTube PremiumAmazon Prime,3,5
166913,Available major cost however," 1,92,17,74,200 "," 50,86,18,499 "," 32,37,79,505 "," 83,92,20,523 "," 1,20,68,60,627 ",NetflixFunimation,23,7
167028,Tonight customer right," 3,33,07,65,200 "," 41,52,66,132 "," 19,34,53,013 "," 68,51,89,118 "," 1,02,01,38,395 ",Apple TV+,4,7
167067,Hand walk," 13,08,28,18,600 "," 54,80,31,082 "," 32,66,11,301 "," 90,42,51,285 "," 1,31,44,29,955 ",Tubi,8,7
167101,Leader sea tend," 3,25,26,57,000 "," 46,94,99,042 "," 71,34,37,281 "," 77,46,73,419 "," 1,34,57,26,726 ",CrunchyrollHuluNetflix,14,4
167152,Wide foreign," 8,19,79,13,600 "," 44,65,91,754 "," 47,55,53,809 "," 1,14,82,05,010 "," 1,81,01,35,246 ",TubiAmazon PrimeVRV,9,5
167155,Store enough," 2,32,71,52,400 "," 44,11,74,322 "," 51,06,65,916 "," 72,79,37,631 "," 1,11,29,93,356 ",Hulu,4,8
167252,Cultural eye argue," 22,08,77,400 "," 12,77,69,540 "," 52,78,88,388 "," 37,92,95,096 "," 63,58,10,240 ",CrunchyrollHBO MaxHulu,16,7
167275,Treatment five,$2115651800," 39,94,38,179 ",#REF!," 94,35,05,199 "," 1,35,36,53,731 ",NetflixTubiHulu,1,4
167316,Own lay movie," 4,34,50,81,200 "," 51,41,66,151 "," 26,94,59,537 "," 84,83,74,149 "," 1,27,84,52,908 ",NetflixDisney+,7,7
167381,Home thought," 2,10,78,42,600 "," 46,59,47,613 "," 83,25,05,827 "," 82,02,78,221 "," 1,44,10,64,936 ",Apple TV+VRVHBO Max,20,4
167428,Magazine they," 10,32,77,98,000 "," 50,44,04,266 "," 44,17,58,884 "," 83,22,67,039 "," 1,25,20,01,318 ",TubiHulu,9,7
