Anime ID,Title,Members,Favorites,Airing_Start,Airing_End,Episodes,Duration,Broadcast_Day,Watch Hours,Countries Available,Awards Won,Dub Availability,User_Reviews,Score
186854,Increase partner,709461.00,1089,23-09-2023,27-01-2024,18,47,Saturday," 80,56,061 ",6,6,Partial,12358,9.800
186929,Out goal," 6,58,017 ",2283,17-01-2020,Still Airing,267,50,Monday," 11,84,60,050 ",22,7,Yes,14736,9.560
186941,Wait time," 6,17,564 ",38703,31-05-1987,Still Airing,36,58.93285865,Friday," 12,40,70,856 ",28,8,Yes,11325,4.660
186970,Director join manage law," 6,74,908 ",6318,03-01-2019,Still Airing,321,40,Thursday," 7,37,68,437 ",15,5,No,8300,9.660
186977,Method off may,6.44E+05,45060,31-03-2015,08-11-2016,84,59,Sunday," 11,62,23,324 ",30,4,No,8115,9.680
186991,Big its thought," 7,33,151 ",23962,22-04-2023,12-08-2023,16,54,Wednesday," 7,91,61,164 ",14,8,Yes,11471,8.280
187000,Community expert," 8,47,365 ",34524,08-02-2022,22-03-2022,6,51,Thursday," 48,34,662 ",3,8,No,8243,9.090
187019,Beautiful however move," 6,25,469 ",47314,11-07-2018,24-04-2019,41,51,Tuesday," 13,54,54,315 ",23,8,No,14038,8.710
187088,Green director race,660665.00,2439,22-01-2020,08-04-2020,11,34,Monday," 8,90,93,505 ",16,5,Partial,13067,9.620
187091,Day answer day," 6,01,617 ",2369,12-04-2020,14-02-2021,44,37,Saturday," 2,34,78,712 ",7,6,Partial,11446,9.650
187134,Mission anything," 8,94,138 ",25113,24-04-2020,04-06-2021,58,56,Friday," 12,41,42,509 ",25,4,No,11784,9.510
187190,Bad feeling nation," 6,45,804 ",12160,08-09-2017,22-09-2017,2,33,Saturday," 4,14,17,048 ",6,5,Partial,12931,8.950
187219,Senior others relationship,9.66E+05,2015,08-08-2016,20-02-2017,28,44,Friday," 12,53,02,490 ",29,8,No,10757,9.960
187336,Along type," 10,38,433 ",26381,22-02-1977,13-10-2018,68,31.73617213,Thursday," 14,58,57,106 ",25,7,Partial,5638,3.020
187409,Key power newspaper," 6,84,129 ",40823,29-03-2023,Still Airing,100,52,Saturday," 8,26,29,590 ",15,5,Yes,6142,9.840
187429,Require use," 9,84,354 ",43941,03-03-2024,09-06-2024,14,39,Tuesday," 14,36,09,156 ",25,7,Partial,13908,9.380
187454,Reach deal back," 9,84,382 ",18451,20-06-2024,Still Airing,36,58,Thursday," 7,88,97,980 ",20,6,Partial,12611,8.210
187703,Smile ground," 9,39,376 ",33565,13-07-2023,03-10-2024,64,32,Thursday," 39,67,981 ",3,7,Yes,14494,8.260
187759,Prevent any,675080.00,13606,24-01-2022,21-03-2022,8,48,Monday," 6,84,68,991 ",9,6,Partial,13038,7.430
187779,Cost grow town," 7,98,502 ",19676,02-01-2016,24-06-2017,77,34,Monday," 1,98,83,829 ",28,6,Partial,7307,9.880
187818,Peace step almost," 9,29,323 ",42112,27-01-2022,22-12-2022,47,48,Tuesday," 11,85,76,032 ",30,7,Yes,7120,9.350
187838,Affect professor bed," 6,44,185 ",32126,05-01-2071,18-06-2020,98,48.14486077,Wednesday," 6,86,86,086 ",10,7,No,4830,7.552
187904,Suffer too suggest," 7,64,671 ",42012,15-12-2016,26-07-2018,84,34,Wednesday," 10,67,34,761 ",18,7,Partial,6191,8.470
187926,Police goal him," 6,23,273 ",34339,02-02-2019,08-02-2020,53,37,Wednesday," 2,52,23,881 ",1,8,No,9440,8.400
188029,Exactly summer," 6,84,841 ",40041,03-12-2022,05-10-2024,96,51,Tuesday," 11,54,97,632 ",29,6,Partial,13517,8.100
188036,Police movement politics," 9,06,271 ",19227,16-05-2021,21-11-2021,27,50,Thursday," 11,32,43,252 ",24,5,Yes,9109,9.630
188041,Good or," 9,76,708 ",2259,30-12-2023,23-03-2024,12,43,Wednesday," 7,36,24,212 ",20,7,Partial,13338,9.020
188060,Lawyer west born," 7,55,316 ",34922,20-09-2017,07-02-2018,20,39,Thursday," 2,63,09,484 ",8,4,Yes,12789,9.490
188100,Physical drive," 7,01,089 ",27691,18-08-2024,Still Airing,28,42,Tuesday," 5,11,51,006 ",1,7,No,10211,7.690
188132,Or traditional support," 7,88,391 ",17244,31-08-2017,21-09-2017,3,38,Sunday," 9,21,30,470 ",19,4,Partial,9704,9.720
188145,Next lawyer adult," 6,62,336 ",39151,22-05-2023,26-06-2023,5,56,Friday," 12,94,27,222 ",26,7,Partial,9563,9.930
188175,Former hear," 7,00,572 ",18792,03-03-2020,19-05-2020,11,31,Friday," 9,08,72,010 ",13,5,Partial,14477,9.510
188258,Sister deal others," 9,22,102 ",4270,16-04-2015,Still Airing,515,51,Friday," 13,28,61,600 ",25,8,Yes,11470,9.720
188285,West establish," 5,59,293 ",36054,29-06-1937,11-03-2022,42,509.7096819,Friday," 7,31,80,994 ",19,7,Partial,10379,3.010
188331,Better mention carry,911629.00,20476,02-08-2016,27-12-2016,21,55,Friday," 3,41,84,061 ",30,7,Partial,8100,9.880
188338,Similar law east,601724.00,18022,16-10-2015,Still Airing,489,40,Sunday," 9,52,34,264 ",13,4,No,8067,9.650
188344,Brother fall," 9,26,486 ",49812,10-03-2015,17-01-2017,97,39,Saturday," 71,85,871 ",2,7,Yes,11538,9.590
188364,Control form use," 9,00,541 ",18642,17-02-2018,Still Airing,367,50,Sunday," 2,02,49,278 ",5,6,Yes,6910,8.530
188390,Recognize play," 8,85,367 ",24768,22-02-2020,Still Airing,262,55,Thursday," 6,58,82,040 ",5,6,Yes,12151,9.980
188425,Listen possible turn," 9,85,312 ",34348,24-08-2020,05-10-2020,6,42,Thursday," 2,45,48,793 ",6,8,No,5532,8.860
188428,Can case produce," 8,40,837 ",41879,16-09-2018,27-10-2019,58,57,Sunday," 7,99,25,861 ",17,5,Partial,10479,9.220
188451,Boy body cut," 8,49,858 ",21440,18-10-2016,14-11-2017,56,47,Monday," 14,53,92,397 ",23,5,Yes,7437,9.830
188461,Born international war," 6,78,573 ",32300,20-04-2024,Still Airing,45,35,Saturday," 3,94,72,103 ",10,6,Partial,7341,9.920
188492,Nothing why scientist," 8,32,059 ",21480,25-12-2015,17-02-2017,60,55,Monday," 14,42,79,654 ",30,8,Yes,14519,9.900
188571,There adult region," 8,97,688 ",11601,01-03-2024,Still Airing,52,41,Saturday," 8,53,54,876 ",19,6,Partial,11308,7.380
188572,Affect learn various," 10,11,385 ",36180,28-03-1959,Still Airing,315,24.9751149,Wednesday," 14,20,89,618 ",23,8,Partial,7531,2.100
188586,Go stage," 9,36,039 ",36998,15-10-2019,Still Airing,280,33,Wednesday," 2,09,96,653 ",6,8,Partial,11213,9.030
188621,Official land this," 6,51,980 ",32818,29-03-2020,21-11-2021,86,42,Thursday," 5,12,74,419 ",13,7,No,11291,9.980
188665,Need approach,850491.00,19868,22-12-2021,05-04-2023,67,36,Friday," 13,27,90,879 ",11,8,No,9683,9.880
188694,Democratic here continue," 8,58,918 ",31225,22-11-2022,17-09-2024,95,33,Sunday," 1,20,49,573 ",1,6,No,6542,9.380
188700,Why law body," 7,30,258 ",17077,02-12-2048,14-03-2023,10,102.1719899,Sunday," 14,75,01,043 ",27,8,Partial,10064,2.730
188734,Window Republican," 6,77,116 ",41201,06-09-1994,09-01-2017,28,18.82737233,Monday," 10,51,31,073 ",14,5,Partial,11782,1.950
188827,War organization," 10,00,719 ",49722,19-06-2013,Still Airing,26,30.20280476,Sunday," 11,49,30,075 ",24,7,Yes,13658,4.730
188868,Of receive,6.40E+05,31009,12-08-2016,18-05-2018,92,55,Sunday," 6,80,90,289 ",10,6,Partial,12115,9.780
188912,Each everyone," 7,36,138 ",11186,08-03-2023,14-02-2024,49,41,Monday," 11,06,42,803 ",21,7,Partial,14669,9.340
188926,Better those," 7,96,170 ",29583,09-12-2022,Still Airing,116,32,Thursday," 3,33,17,565 ",2,4,Partial,11241,9.620
188927,Away plant,1.10E+06,48012,26-03-2113,Still Airing,366,30.62071008,Sunday," 4,63,77,759 ",2,7,Yes,10063,6.218
188930,Discover take environmental," 8,91,984 ",26303,29-03-2023,26-04-2023,4,35,Friday," 14,44,31,873 ",27,7,Yes,14339,8.790
188973,Property outside," 7,03,401 ",33284,20-11-2020,Still Airing,223,60,Thursday," 7,08,09,291 ",17,7,Partial,8268,9.400
188977,Window rather ready," 7,49,940 ",36950,17-11-1983,10-03-2022,62,174.731944,Saturday," 5,31,96,887 ",10,6,No,8778,2.130
188985,Up big ok,656478,28090,10-02-2022,03-03-2022,3,35,Wednesday," 7,32,71,730 ",20,6,No,9213,8.270
189022,Return project," 7,61,822 ",10025,24-04-2019,07-08-2019,15,35,Sunday," 8,65,15,092 ",19,7,Partial,10367,7.910
189049,Open they state," 7,35,122 ",36985,02-12-2018,16-06-2019,28,51,Sunday," 4,27,42,231 ",5,8,Yes,5649,8.490
189088,Career ever," 8,24,937 ",28485,09-08-2019,Still Airing,290,37,Thursday," 5,23,73,173 ",2,5,Partial,7805,9.640
189131,Movie choose save," 7,53,396 ",1936,30-04-2023,Still Airing,96,45,Tuesday," 3,57,29,346 ",4,8,Partial,5793,8.330
189141,Focus listen guy," 8,29,576 ",27698,19-12-2023,12-03-2024,12,33,Friday," 12,14,17,201 ",26,4,No,9868,9.640
189149,Job professor blood," 8,16,520 ",33975,23-07-2023,10-03-2024,33,41,Wednesday," 14,50,56,715 ",30,5,Yes,6259,8.970
189276,Blood ability," 6,61,565 ",47766,06-10-2017,24-08-2018,46,31,Friday," 12,28,73,599 ",21,8,Partial,5582,8.640
189470,Investment take," 8,76,322 ",48353,28-12-2021,18-07-2023,81,55,Thursday," 9,54,29,147 ",17,7,Yes,4970,8.840
189495,Investment painting adult,870400.00,31163,03-10-2017,25-06-2019,90,60,Monday," 9,93,87,715 ",16,5,No,9933,9.440
189529,Lawyer his language reduce," 8,32,451 ",31760,09-05-2015,24-12-2016,85,36,Thursday," 12,54,20,140 ",22,4,Partial,11183,8.200
189543,Treat question responsibility,725801.00,46619,02-11-2019,Still Airing,278,48,Wednesday," 13,19,10,930 ",27,5,Partial,11704,7.840
189584,Meet general," 7,82,566 ",37242,11-02-2019,15-07-2019,22,43,Friday," 12,33,41,077 ",26,7,Partial,5869,9.110
189604,Economy religious arrive," 7,23,651 ",43637,29-12-2018,11-07-2020,80,50,Tuesday," 7,74,38,544 ",12,7,Partial,9824,8.730
189653,Third nature policy,652681.00,29548,22-06-2019,23-01-2021,83,47,Friday," 11,12,30,522 ",22,7,No,5449,8.910
189697,Thought product," 6,79,354 ",43202,09-11-2018,20-09-2019,45,55,Tuesday," 14,60,87,312 ",23,6,Partial,14764,7.450
189743,Check floor really," 6,80,947 ",41006,17-02-2021,12-05-2021,12,34,Thursday," 9,87,59,443 ",7,8,No,10639,9.040
189824,Open red,979741.00,8749,25-01-2021,18-07-2022,77,43,Sunday," 7,77,33,544 ",11,6,No,8956,8.560
189945,Door one spend," 9,29,361 ",1350,01-06-2018,05-10-2018,18,46,Saturday," 1,23,90,693 ",6,5,Yes,7417,9.370
189972,Nothing how," 6,34,350 ",32782,09-05-2020,20-11-2021,80,58,Monday," 7,70,13,207 ",19,6,No,12310,7.680
190004,One read official," 8,48,401 ",29124,12-01-2023,18-05-2023,18,32,Sunday," 10,41,56,309 ",15,5,Partial,13331,9.610
190011,Can service open," 8,11,227 ",15925,02-04-2018,04-02-2019,44,60,Saturday," 2,95,81,367 ",10,7,Yes,12867,8.770
190045,History investment," 8,32,774 ",45384,24-03-2016,09-03-2017,50,35,Friday," 5,42,38,459 ",10,6,Yes,10503,7.690
190055,Authority business," 5,60,376 ",44278,01-08-1991,Still Airing,20,529.190567,Monday," 1,84,61,013 ",2,7,Partial,4990,6.694
190074,Production budget," 8,33,938 ",41684,15-05-2018,25-02-2020,93,37,Sunday," 3,96,00,621 ",8,7,Partial,5231,9.150
190084,Car environmental," 7,62,773 ",32947,17-02-2019,25-10-2020,88,35,Monday," 10,09,76,461 ",16,8,Partial,6289,9.460
190110,Cell exactly over," 6,50,344 ",11428,23-12-2015,17-08-2016,34,60,Wednesday," 6,84,60,159 ",6,8,No,9919,8.880
190135,Look tough television," 8,07,947 ",47438,29-11-2019,21-02-2020,12,33,Thursday," 6,82,52,970 ",3,7,No,10071,8.060
190155,Own nation," 8,75,079 ",34127,01-10-2019,24-08-2021,99,57,Wednesday," 14,66,89,516 ",11,6,Partial,8680,9.360
190171,Quickly every,703114.00,38615,03-12-2015,15-06-2017,80,60,Wednesday," 13,16,27,365 ",24,5,No,5544,9.240
190209,After example base very," 6,05,294 ",3102,07-10-1982,17-12-2018,82,28.24632324,Saturday," 14,45,95,512 ",23,8,No,11090,9.563
190221,Most up put," 6,81,204 ",44348,01-06-2020,20-12-2021,81,48,Thursday," 14,92,08,286 ",28,8,No,7683,9.630
190328,Gas radio," 9,94,799 ",25311,12-05-2023,07-07-2023,8,41,Wednesday," 5,49,32,442 ",5,7,Partial,5124,9.570
190382,Rise include step," 8,55,473 ",23779,09-12-2018,19-04-2020,71,41,Tuesday," 6,59,11,079 ",2,7,No,7097,9.400
190459,Rich cover," 8,49,638 ",22973,01-12-2022,28-03-2024,69,47,Tuesday," 7,69,86,954 ",14,8,No,8002,8.890
190492,Hold figure,866663,46494,13-10-2023,26-01-2024,15,45,Thursday," 10,21,45,166 ",19,8,No,8056,8.320
190507,Reason miss," 9,27,300 ",20482,05-11-2023,17-12-2023,6,30,Monday," 14,19,14,370 ",22,7,No,9701,7.340
190513,Consider cultural stand," 9,01,829 ",17312,12-11-2021,07-10-2022,47,49,Thursday," 14,72,26,979 ",23,6,Partial,13606,9.510
190554,Ask certain bad," 5,11,302 ",35646,03-03-2191,15-03-2020,51,12.09961116,Wednesday," 7,30,48,370 ",24,6,No,11638,2.095
190630,Wrong statement matter," 10,08,802 ",37062,06-08-2155,Still Airing,64,403.6149025,Thursday," 14,38,74,068 ",26,4,Partial,7789,5.990
190665,Letter action," 6,14,866 ",34096,30-04-2015,16-03-2017,98,32,Monday," 7,23,82,204 ",20,5,Yes,9293,8.470
190670,Accept pretty," 7,30,061 ",45104,03-01-1964,01-04-2024,40,68.37532698,Tuesday," 13,72,01,916 ",30,5,Partial,13639,4.155
190721,Matter money," 8,78,934 ",17736,02-06-2017,Still Airing,404,54,Friday," 11,18,28,012 ",27,8,No,9920,9.370
190723,Budget environmental black," 9,28,393 ",39813,21-04-2020,28-12-2021,88,37,Sunday," 10,32,73,919 ",16,5,No,10998,9.640
190774,Feel probably," 7,82,852 ",46035,07-04-2019,28-02-2021,99,53,Sunday," 14,04,34,937 ",25,5,Yes,5293,9.490
190937,Foreign difficult company,713776,7144,03-01-2018,11-04-2018,14,55,Wednesday," 7,81,54,610 ",14,8,Yes,9108,9.630
190954,Five election represent," 7,38,483 ",44636,15-08-2022,04-03-2024,81,60,Friday," 7,83,66,930 ",15,7,Yes,7996,9.970
190973,Federal success ground," 6,17,632 ",34377,03-08-2019,16-01-2021,76,36,Saturday," 9,55,04,721 ",16,6,No,12131,9.030
190988,Ahead summer," 8,75,367 ",41612,28-06-1976,12-04-2020,96,88.26849373,Wednesday," 2,97,12,010 ",2,7,No,13928,2.700
191029,Stuff entire young,682489.00,41604,03-07-2024,Still Airing,34,43,Thursday," 99,69,452 ",3,5,No,13418,9.640
191032,Present old," 7,56,343 ",29561,07-09-2017,03-01-2019,69,38,Monday," 7,49,99,891 ",17,6,No,7855,8.470
191068,Few mention," 7,18,158 ",24922,04-06-2017,30-12-2018,82,46,Thursday," 8,08,54,935 ",5,7,Partial,11752,8.850
191127,Get consider,678265,35538,23-12-2022,23-06-2023,26,32,Saturday," 7,18,15,327 ",16,4,Partial,11973,8.500
191197,Head owner voice,976350.00,49984,22-06-2015,Still Airing,505,33,Saturday," 1,84,22,548 ",4,7,No,13663,8.100
191309,Last within mean," 7,89,502 ",29112,30-01-2025,Still Airing,4,58,Tuesday," 10,21,92,202 ",12,7,Partial,8569,9.380
191363,Language pay improve," 6,96,105 ",46486,12-09-2021,Still Airing,181,38,Monday," 8,21,60,746 ",28,7,Yes,14256,9.100
191455,Board letter,632528,19361,17-05-2021,18-07-2022,61,50,Saturday," 10,25,11,083 ",14,8,Partial,13014,9.300
191553,Fish floor car," 8,42,510 ",23799,24-03-2020,Still Airing,257,40,Monday," 2,98,48,391 ",8,7,No,10577,9.210
191688,Treat performance positive," 6,03,753 ",48343,30-09-2023,06-07-2024,40,56,Thursday," 10,39,86,088 ",11,8,Partial,13934,9.990
191719,Everything second," 6,17,097 ",32929,08-05-2024,Still Airing,42,39,Friday," 8,11,35,938 ",13,8,No,6652,9.110
191771,But middle," 8,30,193 ",32120,20-04-2023,04-04-2024,50,36,Wednesday," 3,97,54,500 ",5,4,No,8897,9.130
191803,Want ready term," 8,56,835 ",40493,18-08-2062,02-11-2018,31,37.0313985,Thursday," 8,15,28,746 ",19,6,Partial,10220,9.201
191882,Maintain throughout trouble," 6,87,042 ",42166,01-01-2025,Still Airing,8,39,Sunday," 9,30,92,763 ",17,7,Partial,14179,9.470
191954,Might understand billion," 6,56,613 ",42525,04-03-2018,Still Airing,365,51,Wednesday," 5,20,74,120 ",9,7,Yes,5794,9.420
192073,Worry benefit west,9.38E+05,20316,10-12-2019,29-09-2022,90,67.36612708,Wednesday," 14,86,59,001 ",25,7,No,6098,6.210
192107,Best of," 9,81,496 ",16040,30-08-2021,20-09-2021,3,60,Monday," 14,72,44,073 ",27,8,No,7438,8.340
192116,Car may," 9,44,222 ",43180,01-03-2022,Still Airing,156,31,Friday," 12,81,66,066 ",21,6,No,8391,9.000
192176,Way off anything," 9,99,847 ",17561,07-10-1966,02-02-2021,94,90.10870363,Thursday," 3,02,24,196 ",7,7,No,6166,5.072
192190,Interesting item," 6,69,758 ",13050,18-05-2016,22-02-2017,40,32,Wednesday," 14,29,64,772 ",25,5,Yes,10708,9.660
192277,Movement break whole specific," 7,10,945 ",45481,31-10-2016,Still Airing,434,58,Tuesday," 14,72,04,875 ",20,8,Partial,6182,9.720
192323,Lose improve," 6,41,859 ",22561,28-10-2020,25-11-2020,4,50,Monday," 2,88,70,331 ",10,5,Yes,12848,9.470
192540,Education student," 6,19,639 ",38692,05-07-2015,25-12-2016,77,59,Thursday," 8,58,23,091 ",14,7,Yes,12406,7.520
192558,Race listen," 9,52,475 ",30201,25-12-2019,26-05-2021,74,52,Tuesday," 10,44,62,107 ",5,8,Yes,5866,8.080
192636,Education nothing," 9,97,470 ",43349,16-12-2018,31-03-2019,15,53,Tuesday," 13,15,59,052 ",24,8,Yes,11942,8.520
192749,Song cold," 7,04,013 ",20951,19-09-2024,Still Airing,23,30,Monday," 9,82,99,857 ",14,8,Yes,5007,8.950
192792,Floor food," 6,35,366 ",37854,15-03-2021,18-04-2022,57,35,Wednesday," 10,74,86,418 ",12,8,Yes,5509,8.120
192835,Look morning," 9,97,270 ",12297,01-05-2024,Still Airing,43,55,Monday," 98,17,841 ",8,7,Partial,8676,8.890
192862,Class mouth clear," 9,25,830 ",5408,06-02-2021,09-07-2022,74,45,Friday," 1,81,78,788 ",4,4,Yes,12649,9.390
192975,Level rest," 6,71,413 ",3993,26-12-2024,Still Airing,9,30,Thursday," 11,43,94,876 ",24,8,No,13735,9.600
192988,Parent happy," 7,21,508 ",39985,22-07-2022,07-10-2022,11,59,Friday," 9,77,20,168 ",13,7,Yes,11814,7.670
192990,Term live establish," 6,61,630 ",16638,21-04-2019,17-11-2019,30,39,Tuesday," 12,03,55,491 ",22,8,No,14071,8.630
193022,Own light,8.88E+05,44777,23-09-2015,28-10-2015,5,33,Saturday," 4,08,80,603 ",18,7,Partial,11813,9.390
193062,Behavior professor five dream," 8,45,809 ",40143,15-11-2015,03-01-2016,7,49,Thursday," 8,18,22,300 ",12,6,Yes,13116,7.880
193157,Offer place," 9,03,083 ",30136,23-09-2023,Still Airing,75,53,Wednesday," 10,59,58,128 ",18,6,No,7858,9.580
193209,Republican rise," 6,38,645 ",11753,01-10-2024,Still Airing,21,47,Friday," 14,86,31,034 ",22,4,No,14162,8.970
193392,Edge agree cover," 7,15,519 ",14101,21-11-2024,19-12-2024,4,39,Saturday," 14,42,50,772 ",27,4,Yes,11343,9.860
193402,Memory us," 8,01,999 ",37112,13-02-2017,12-02-2018,52,49,Saturday," 1,78,60,223 ",6,5,No,10496,9.240
193440,Although effect," 8,68,277 ",43888,02-07-2030,13-09-2020,96,117.0675346,Sunday," 8,78,90,976 ",13,7,Yes,6640,9.263
193524,Drug right," 8,51,613 ",45769,28-08-2023,09-12-2024,67,48,Monday," 9,84,12,062 ",20,8,Yes,13723,9.060
193594,Right move," 9,89,831 ",35440,26-11-2018,07-09-2020,93,40,Monday," 13,95,55,643 ",29,6,Partial,5731,8.760
193604,Network wrong would," 7,34,727 ",23754,22-12-2016,18-10-2018,95,52,Saturday," 1,14,59,070 ",3,7,Partial,12264,7.630
193644,Challenge road near," 9,59,569 ",23599,24-01-2023,15-10-2024,90,37,Thursday," 4,59,45,495 ",9,9,No,10590,10.000
193818,College state former," 9,69,087 ",38617,03-02-2022,13-04-2023,62,55,Saturday," 9,20,56,716 ",13,7,Yes,8696,7.530
193919,Lead crime," 8,63,685 ",43247,18-08-2017,27-07-2018,49,34,Sunday," 13,25,45,401 ",24,6,Yes,6411,7.620
193952,Book would affect," 7,14,936 ",22822,13-07-2024,Still Airing,33,36,Tuesday," 6,62,80,783 ",8,7,Yes,9764,9.810
194077,Happy imagine coach about," 7,62,514 ",47857,24-07-2023,Still Airing,83,40,Monday," 1,29,26,511 ",26,7,No,7824,9.960
194439,Three place why," 8,79,697 ",28366,08-01-2018,07-05-2018,17,47,Wednesday," 11,53,37,596 ",24,8,Yes,14566,10.000
194469,Practice themselves," 7,24,108 ",4468,19-05-2018,30-03-2019,45,43,Saturday," 11,36,70,902 ",19,6,No,10598,9.910
194493,Unit live move," 6,06,704 ",8038,19-02-2018,12-08-2019,77,34,Monday," 4,40,17,958 ",27,6,No,5082,8.290
194676,Budget lose me," 7,04,299 ",14481,15-07-2016,20-04-2018,92,36,Saturday," 10,69,84,340 ",20,6,No,9616,9.540
194723,Garden trial role create,903790,13522,14-09-2020,Still Airing,232,45,Saturday," 3,01,13,136 ",10,7,Partial,6551,9.170
194874,View high oil," 6,48,083 ",2425,09-01-2021,Still Airing,216,36,Saturday," 10,17,18,537 ",14,8,Yes,13376,9.780
194932,Election usually remain," 6,47,695 ",24561,04-01-2022,24-01-2023,55,46,Tuesday," 14,30,72,680 ",28,7,Yes,7563,9.520
195131,Crime different data," 9,76,330 ",47059,31-12-2022,29-07-2023,30,46,Wednesday," 8,07,59,244 ",15,7,Partial,5770,9.620
195148,Smile long," 8,39,423 ",9512,30-12-2015,06-09-2017,88,54,Thursday," 10,57,00,093 ",15,4,Partial,5541,9.360
195264,Chair once officer," 9,46,023 ",44459,16-12-2017,27-04-2019,71,46,Monday," 1,79,71,531 ",8,8,Partial,9375,9.530
195271,Next travel property," 8,06,259 ",30828,06-03-2018,25-06-2019,68,44,Wednesday," 10,75,48,691 ",14,7,Yes,10063,9.360
195319,Son challenge," 6,79,647 ",37209,20-08-2020,24-12-2020,18,44,Saturday," 13,03,21,003 ",20,7,No,12964,9.610
195341,Medical certain necessary," 9,19,769 ",36099,07-02-2022,10-10-2022,35,48,Tuesday," 8,96,15,658 ",17,6,Yes,9830,9.860
195367,Bed home which," 6,48,988 ",21793,06-08-2020,17-09-2020,6,45,Saturday," 2,22,46,100 ",10,5,Yes,5213,9.930
195392,Movement forget," 7,96,923 ",28723,27-07-2021,02-05-2023,92,45,Monday," 10,26,64,054 ",14,8,Partial,12737,8.840
195410,Gun fill," 6,44,318 ",26224,08-06-2022,08-03-2023,39,45,Saturday," 14,97,70,170 ",21,8,Yes,9832,9.830
195468,National small open," 7,16,205 ",4244,13-03-2024,Still Airing,50,54,Thursday," 12,63,54,793 ",22,4,Partial,8491,9.080
195473,Research study bring why," 7,97,745 ",38330,22-06-2023,Still Airing,88,47,Saturday," 11,89,90,838 ",30,6,No,14267,8.350
195474,See five four," 6,73,002 ",6237,21-06-2019,27-12-2019,27,47,Thursday," 10,71,53,811 ",17,6,No,12816,9.200
195617,Oil you," 9,10,678 ",17431,06-06-2019,17-09-2020,67,32,Sunday," 4,08,26,288 ",3,8,Partial,9411,8.060
195657,Coach area,898991.00,13383,09-11-2023,Still Airing,68,54,Monday," 3,83,73,238 ",3,7,No,8240,9.560
195743,Identify nor," 8,52,714 ",24048,01-06-2016,Still Airing,456,52,Sunday," 4,42,27,638 ",6,7,No,13474,8.030
195763,Game hotel,725529.00,10915,10-08-2017,16-08-2018,53,47,Sunday," 4,53,68,331 ",9,6,No,5674,9.140
195825,Through all,6.66E+05,14450,24-10-2016,Still Airing,435,60,Saturday," 93,86,267 ",8,8,No,14267,8.900
195860,Per table," 7,04,730 ",24260,20-04-2022,12-04-2023,51,51,Saturday," 2,51,93,060 ",7,6,Yes,13514,9.660
195895,Community herself," 6,63,109 ",45094,25-06-2017,02-12-2018,75,59,Tuesday," 14,22,06,370 ",30,6,Partial,11691,7.650
195974,Language letter," 9,80,735 ",26057,20-06-2021,Still Airing,193,56,Monday," 5,02,78,997 ",8,8,Partial,7010,8.320
195986,Bar magazine," 8,20,560 ",42500,05-01-2019,Still Airing,321,35,Friday," 44,80,304 ",14,8,Partial,13411,9.990
196024,Most although popular," 8,13,473 ",14358,04-10-2020,13-06-2021,36,37,Sunday," 14,86,65,316 ",25,6,Partial,8009,7.630
196047,Guess right,975679.00,32372,30-12-2015,01-11-2017,96,47,Friday," 9,30,04,609 ",30,7,No,5195,9.890
196085,Base course image a," 6,36,699 ",33072,16-09-2015,06-04-2016,29,38,Friday," 14,00,94,189 ",30,8,Yes,7370,8.480
196132,Science nearly in," 8,94,998 ",15794,07-10-2018,08-12-2019,61,52,Monday," 12,02,54,234 ",22,6,Yes,9538,9.280
196141,Look national receive," 6,96,479 ",41983,20-12-2024,Still Airing,10,39,Tuesday," 4,73,75,422 ",7,7,No,13382,8.870
196177,Dog finally," 9,29,505 ",28770,03-09-2024,Still Airing,25,60,Thursday," 13,84,41,088 ",27,8,Yes,12791,9.950
196212,Respond child analysis," 6,74,931 ",37812,31-12-2022,08-04-2023,14,39,Thursday," 3,34,06,173 ",30,8,Yes,9421,9.890
196267,Sit cultural catch," 8,63,601 ",31382,21-01-2018,17-02-2019,56,35,Sunday," 7,13,61,160 ",27,6,Yes,11982,9.130
196300,Political also green," 7,50,678 ",22184,29-11-2017,17-01-2018,7,48,Thursday," 3,80,67,676 ",5,5,Partial,12029,8.600
196313,Oil ability," 6,50,947 ",15362,01-04-2021,28-07-2022,69,60,Thursday," 10,63,61,326 ",13,5,Yes,9762,9.840
196404,Say but," 6,88,577 ",1199,14-10-2015,18-11-2015,5,60,Tuesday," 12,88,76,622 ",25,7,Partial,12337,9.500
196469,Direction body college," 9,27,017 ",27335,08-06-2023,07-09-2023,13,49,Saturday," 12,91,77,823 ",10,8,No,9882,7.730
196508,Forget stand," 7,80,746 ",8391,05-07-2017,27-03-2019,90,60,Friday," 2,16,19,273 ",6,6,Partial,13501,9.480
196534,Walk say soldier," 5,78,633 ",48429,11-01-1971,Still Airing,27,68.55226591,Wednesday," 14,30,89,907 ",25,6,No,12932,2.460
196622,We difficult," 8,26,574 ",47674,06-05-1939,12-10-2015,6,26.28976584,Tuesday," 7,12,35,557 ",19,5,Partial,12465,2.770
196678,Into future," 6,18,468 ",33707,27-03-2023,24-07-2023,17,41,Wednesday," 10,70,22,914 ",11,7,No,7074,8.700
196696,Report perhaps," 8,57,816 ",16554,02-02-2023,18-04-2024,63,38,Tuesday," 13,87,53,411 ",29,5,Partial,5837,9.630
